 1. 18137.2 0.257117 4690.74 
 2. 481.335 0.497276 4696.8 
 3. 211.685 0.457299 4709.08 
 4. 121.435 0.477576 4702.35 
 5. 82.1347 0.452427 4712.6 
 6. 56.0886 0.47694 4706.29 
 7. 42.0678 0.453604 4713.48 
 8. 30.8775 0.478976 4708.7 
 9. 24.432 0.455591 4713.67 
 10. 18.6796 0.481099 4710.19 
 11. 15.2619 0.457339 4713.66 
 12. 11.9665 0.482834 4711.15 
 13. 9.97928 0.458726 4713.58 
 14. 7.95485 0.484205 4711.77 
 15. 6.72608 0.459831 4713.5 
 16. 5.4233 0.485313 4712.19 
 17. 4.63095 0.460739 4713.43 
 18. 3.76535 0.486241 4712.48 
 19. 3.23911 0.461512 4713.37 
 20. 2.65065 0.487043 4712.68 
 21. 2.2935 0.462189 4713.32 
 22. 1.88653 0.487753 4712.82 
 23. 1.6401 0.462794 4713.29 
 24. 1.35483 0.488391 4712.92 
 25. 1.18256 0.46334 4713.26 
 26. 0.980412 0.488971 4712.99 
 27. 0.858684 0.463839 4713.24 
 28. 0.714135 0.489502 4713.04 
 29. 0.627341 0.464295 4713.22 
 30. 0.523173 0.489989 4713.07 
 31. 0.460804 0.464715 4713.21 
 32. 0.38523 0.490438 4713.1 
 33. 0.340107 0.465103 4713.2 
 34. 0.284951 0.490852 4713.12 
 35. 0.252108 0.46546 4713.19 
 36. 0.21164 0.491234 4713.13 
 37. 0.187606 0.46579 4713.19 
 38. 0.157773 0.491587 4713.14 
 39. 0.1401 0.466095 4713.19 
 40. 0.118012 0.491913 4713.15 
 41. 0.104959 0.466377 4713.18 
 42. 0.0885427 0.492215 4713.16 
 43. 0.078863 0.466637 4713.18 
 44. 0.0666179 0.492493 4713.16 
 45. 0.0594134 0.466878 4713.18 
 46. 0.0502502 0.49275 4713.16 
 47. 0.0448701 0.4671 4713.18 
 48. 0.0379927 0.492988 4713.17 
 49. 0.0339626 0.467305 4713.18 
 50. 0.0287869 0.493208 4713.17 
 51. 0.0257594 0.467495 4713.17 
 52. 0.0218546 0.493411 4713.17 
 53. 0.0195744 0.46767 4713.17 
 54. 0.0166217 0.493599 4713.17 
 55. 0.0149003 0.467832 4713.17 
 56. 0.0126628 0.493772 4713.17 
 57. 0.0113603 0.467982 4713.17 
 58. 0.00966156 0.493933 4713.17 
 59. 0.00867411 0.468121 4713.17 
 60. 0.00738205 0.494081 4713.17 
 61. 0.00663202 0.468249 4713.17 
 62. 0.00564769 0.494219 4713.17 
 63. 0.00507702 0.468368 4713.17 
 64. 0.00432599 0.494346 4713.17 
 65. 0.00389109 0.468478 4713.17 
 66. 0.00331728 0.494465 4713.17 
 67. 0.00298536 0.468581 4713.17 
 68. 0.00254638 0.494575 4713.17 
 69. 0.00229272 0.468676 4713.17 
 70. 0.00195649 0.494677 4713.17 
 71. 0.0017624 0.468764 4713.17 
 72. 0.00150458 0.494772 4713.17 
 73. 0.00135589 0.468847 4713.17 
 74. 0.001158 0.494861 4713.17 
 75. 0.00104397 0.468923 4713.17 
 76. 0.000891933 0.494943 4713.17 
 77. 0.000804398 0.468995 4713.17 
 78. 0.000687488 0.495021 4713.17 
 79. 0.000620229 0.469062 4713.17 
 80. 0.000530256 0.495093 4713.17 
 81. 0.000478533 0.469125 4713.17 
 82. 0.000409238 0.495161 4713.17 
 83. 0.000369429 0.469184 4713.17 
 84. 0.000316023 0.495224 4713.17 
 85. 0.000285361 0.46924 4713.17 
 86. 0.000244173 0.495284 4713.17 
 87. 0.00022054 0.469292 4713.17 
 88. 0.000188755 0.495341 4713.17 
 89. 0.000170528 0.469341 4713.17 
 90. 0.000145985 0.495394 4713.17 
 91. 0.000131919 0.469387 4713.17 
 92. 0.000112957 0.495444 4713.17 
 93. 0.000102096 0.469431 4713.17 
 94. 8.74389e-05 0.495492 4713.17 
 95. 7.90477e-05 0.469473 4713.17 
 96. 6.7713e-05 0.495536 4713.17 
 97. 6.12268e-05 0.469512 4713.17 
 98. 5.24572e-05 0.495579 4713.17 
 99. 4.74412e-05 0.469549 4713.17 
 100. 4.06533e-05 0.49562 4713.17 
 101. 3.67725e-05 0.469585 4713.17 
 102. 3.15164e-05 0.495658 4713.17 
 103. 2.85126e-05 0.469618 4713.17 
 104. 2.4441e-05 0.495695 4713.17 
 105. 2.2115e-05 0.46965 4713.17 
 106. 1.89599e-05 0.49573 4713.17 
 107. 1.71582e-05 0.469681 4713.17 
 108. 1.47123e-05 0.495763 4713.17 
 109. 1.33162e-05 0.46971 4713.17 
 110. 1.14196e-05 0.495795 4713.17 
 111. 1.03373e-05 0.469739 4713.17 
 112. 8.8662e-06 0.495826 4713.17 
 113. 8.027e-06 0.469765 4713.17 
 114. 6.88551e-06 0.495855 4713.17 
 115. 6.23458e-06 0.469791 4713.17 
 116. 5.34864e-06 0.495883 4713.17 
 117. 4.84358e-06 0.469816 4713.17 
 118. 4.15578e-06 0.49591 4713.17 
 119. 3.76381e-06 0.46984 4713.17 
 120. 3.2297e-06 0.495936 4713.17 
 121. 2.9254e-06 0.469862 4713.17 
 122. 2.51053e-06 0.495961 4713.17 
 123. 2.27424e-06 0.469884 4713.17 
 124. 1.95192e-06 0.495985 4713.17 
 125. 1.76838e-06 0.469905 4713.17 
 126. 1.51791e-06 0.496008 4713.17 
 127. 1.37532e-06 0.469926 4713.17 
 128. 1.18063e-06 0.496031 4713.17 
 129. 1.06983e-06 0.469945 4713.17 
 130. 9.18469e-07 0.496052 4713.17 
