 -5.000000 0.000000 0.016785 
 -4.950000 0.000000 0.011332 
 -4.900000 0.000000 0.006325 
 -4.850000 0.000000 0.001751 
 -4.800000 0.000000 -0.002401 
 -4.750000 0.000000 -0.006142 
 -4.700000 0.000000 -0.009484 
 -4.650000 0.000000 -0.012439 
 -4.600000 0.000000 -0.015017 
 -4.550000 0.000000 -0.017230 
 -4.500000 0.000000 -0.019090 
 -4.450000 0.000000 -0.020605 
 -4.400000 0.000000 -0.021789 
 -4.350000 0.000000 -0.022650 
 -4.300000 0.000000 -0.023200 
 -4.250000 0.000000 -0.023450 
 -4.200000 0.000000 -0.023409 
 -4.150000 0.000000 -0.023087 
 -4.100000 0.000000 -0.022495 
 -4.050000 0.000000 -0.021642 
 -4.000000 0.000000 -0.020539 
 -3.950000 0.000000 -0.019195 
 -3.900000 0.000000 -0.017620 
 -3.850000 0.000000 -0.015822 
 -3.800000 0.000001 -0.013812 
 -3.750000 0.000001 -0.011599 
 -3.700000 0.000001 -0.009191 
 -3.650000 0.000002 -0.006598 
 -3.600000 0.000002 -0.003829 
 -3.550000 0.000003 -0.000891 
 -3.500000 0.000005 0.002205 
 -3.450000 0.000007 0.005453 
 -3.400000 0.000010 0.008842 
 -3.350000 0.000013 0.012366 
 -3.300000 0.000019 0.016016 
 -3.250000 0.000026 0.019784 
 -3.200000 0.000036 0.023662 
 -3.150000 0.000049 0.027643 
 -3.100000 0.000067 0.031718 
 -3.050000 0.000091 0.035880 
 -3.000000 0.000123 0.040123 
 -2.950000 0.000166 0.044438 
 -2.900000 0.000223 0.048818 
 -2.850000 0.000297 0.053257 
 -2.800000 0.000394 0.057747 
 -2.750000 0.000520 0.062282 
 -2.700000 0.000682 0.066855 
 -2.650000 0.000892 0.071460 
 -2.600000 0.001159 0.076090 
 -2.550000 0.001500 0.080738 
 -2.500000 0.001930 0.085399 
 -2.450000 0.002473 0.090067 
 -2.400000 0.003151 0.094735 
 -2.350000 0.003996 0.099398 
 -2.300000 0.005042 0.104050 
 -2.250000 0.006330 0.108686 
 -2.200000 0.007907 0.113299 
 -2.150000 0.009828 0.117885 
 -2.100000 0.012155 0.122439 
 -2.050000 0.014958 0.126955 
 -2.000000 0.018316 0.131428 
 -1.950000 0.022315 0.135854 
 -1.900000 0.027052 0.140228 
 -1.850000 0.032631 0.144545 
 -1.800000 0.039164 0.148800 
 -1.750000 0.046771 0.152990 
 -1.700000 0.055576 0.157110 
 -1.650000 0.065710 0.161156 
 -1.600000 0.077305 0.165124 
 -1.550000 0.090491 0.169009 
 -1.500000 0.105399 0.172809 
 -1.450000 0.122151 0.176520 
 -1.400000 0.140858 0.180137 
