-10   -10   -10   -10   -10   -10   -10   -10 
-7.286907	-7.606004	-6.133168	-6.385033	-3.767355	-4.675422	4.000000	0.000000
-5.262955	-5.834760	-3.568444	-3.947446	-0.669790	-1.938222	4.000000	0.000000
-3.757911	-4.546799	-1.880752	-2.283784	0.831245	-0.417997	4.000000	0.000000
-2.643634	-3.649854	-0.793174	-1.123585	1.395390	0.639096	4.000000	0.000000
-1.825568	-3.096421	-0.129892	-0.289709	0.972365	1.125704	4.000000	0.000000
-1.255076	-2.880755	0.223208	0.325027	1.003417	1.003674	4.000000	0.000000
-0.994076	-2.954102	0.358135	0.799405	1.000003	0.999993	4.000000	0.000000
-0.999621	-3.001290	0.192581	1.387062	1.000000	1.000000	4.000000	0.000000
-0.999999	-3.000000	0.222364	1.010364	1.000000	1.000000	4.000000	0.000000
-1.000000	-3.000000	-0.112807	0.977198	1.000000	1.000000	4.000000	0.000000
-1.000000	-3.000000	-0.012199	0.994777	1.000000	1.000000	4.000000	0.000000
-1.000000	-3.000000	-0.000141	0.999841	1.000000	1.000000	4.000000	0.000000
-1.000000	-3.000000	0.000000	1.000000	1.000000	1.000000	4.000000	0.000000
-1.000000	-3.000000	0.000000	1.000000	1.000000	1.000000	4.000000	0.000000
-1.000000	-3.000000	0.000000	1.000000	1.000000	1.000000	4.000000	0.000000
-1.000000	-3.000000	0.000000	1.000000	1.000000	1.000000	4.000000	0.000000
-1.000000	-3.000000	0.000000	1.000000	1.000000	1.000000	4.000000	0.000000
-1.000000	-3.000000	0.000000	1.000000	1.000000	1.000000	4.000000	0.000000
-1.000000	-3.000000	0.000000	1.000000	1.000000	1.000000	4.000000	0.000000
-1.000000	-3.000000	0.000000	1.000000	1.000000	1.000000	4.000000	0.000000


