4 1 -7.286908 -7.606004
4 2 -5.262955 -5.834760
4 3 -3.757911 -4.546799
4 4 -2.643634 -3.649854
4 5 -1.825568 -3.096421
4 6 -1.255076 -2.880755
4 7 -0.994076 -2.954102
4 8 -0.999621 -3.001290
4 9 -0.999999 -3.000000
4 10 -1.000000 -3.000000
4 11 -1.000000 -3.000000
4 12 -1.000000 -3.000000
4 13 -1.000000 -3.000000
4 14 -1.000000 -3.000000
4 15 -1.000000 -3.000000
4 16 -1.000000 -3.000000
4 17 -1.000000 -3.000000
4 18 -1.000000 -3.000000
4 19 -1.000000 -3.000000
4 20 -1.000000 -3.000000
3 1 -6.133168 -6.385033
3 2 -3.568444 -3.947446
3 3 -1.880752 -2.283784
3 4 -0.793174 -1.123585
3 5 -0.129892 -0.289709
3 6 0.223208 0.325027
3 7 0.358135 0.799405
3 8 0.192581 1.387062
3 9 0.222364 1.010364
3 10 -0.112807 0.977198
3 11 -0.012199 0.994777
3 12 -0.000141 0.999841
3 13 0.000000 1.000000
3 14 0.000000 1.000000
3 15 0.000000 1.000000
3 16 0.000000 1.000000
3 17 0.000000 1.000000
3 18 0.000000 1.000000
3 19 0.000000 1.000000
3 20 0.000000 1.000000
2 1 -3.767355 -4.675422
2 2 -0.669790 -1.938222
2 3 0.831245 -0.417997
2 4 1.395390 0.639096
2 5 0.972365 1.125704
2 6 1.003417 1.003674
2 7 1.000003 0.999993
2 8 1.000000 1.000000
2 9 1.000000 1.000000
2 10 1.000000 1.000000
2 11 1.000000 1.000000
2 12 1.000000 1.000000
2 13 1.000000 1.000000
2 14 1.000000 1.000000
2 15 1.000000 1.000000
2 16 1.000000 1.000000
2 17 1.000000 1.000000
2 18 1.000000 1.000000
2 19 1.000000 1.000000
2 20 1.000000 1.000000
1 1 4.000000 0.000000
1 2 4.000000 0.000000
1 3 4.000000 0.000000
1 4 4.000000 0.000000
1 5 4.000000 0.000000
1 6 4.000000 0.000000
1 7 4.000000 0.000000
1 8 4.000000 0.000000
1 9 4.000000 0.000000
1 10 4.000000 0.000000
1 11 4.000000 0.000000
1 12 4.000000 0.000000
1 13 4.000000 0.000000
1 14 4.000000 0.000000
1 15 4.000000 0.000000
1 16 4.000000 0.000000
1 17 4.000000 0.000000
1 18 4.000000 0.000000
1 19 4.000000 0.000000
1 20 4.000000 0.000000
