0  0.002386  0.004660  -0.005616  0.008782  0.008722  -0.012683 
1  0.004768  0.009306  -0.011175  0.017445  0.017213  -0.024964 
2  0.007142  0.013924  -0.016622  0.025877  0.025258  -0.036469 
3  0.009506  0.018503  -0.021906  0.033973  0.032663  -0.046865 
4  0.011857  0.023029  -0.026982  0.041637  0.039256  -0.055864 
5  0.014189  0.027491  -0.031804  0.048781  0.044893  -0.063233 
6  0.016502  0.031879  -0.036334  0.055330  0.049459  -0.068793 
7  0.018793  0.036183  -0.040537  0.061219  0.052872  -0.072429 
8  0.021058  0.040393  -0.044384  0.066391  0.055077  -0.074082 
9  0.023295  0.044500  -0.047849  0.070803  0.056051  -0.073749 
10  0.025502  0.048497  -0.050911  0.074424  0.055800  -0.071482 
11  0.027676  0.052376  -0.053553  0.077229  0.054355  -0.067383 
12  0.029817  0.056130  -0.055765  0.079208  0.051774  -0.061595 
13  0.031921  0.059755  -0.057537  0.080357  0.048135  -0.054297 
14  0.033988  0.063244  -0.058867  0.080686  0.043535  -0.045699 
15  0.036016  0.066592  -0.059754  0.080208  0.038085  -0.036031 
16  0.038003  0.069797  -0.060203  0.078947  0.031909  -0.025540 
17  0.039948  0.072854  -0.060220  0.076934  0.025139  -0.014479 
18  0.041851  0.075760  -0.059816  0.074206  0.017913  -0.003103 
19  0.043709  0.078515  -0.059003  0.070804  0.010369  0.008340 
20  0.045523  0.081114  -0.057797  0.066774  0.002645  0.019609 
21  0.047291  0.083559  -0.056216  0.062168  -0.005123  0.030482 
22  0.049014  0.085847  -0.054278  0.057039  -0.012807  0.040754 
23  0.050690  0.087979  -0.052005  0.051441  -0.020285  0.050242 
24  0.052319  0.089955  -0.049420  0.045432  -0.027447  0.058788 
25  0.053901  0.091776  -0.046544  0.039068  -0.034191  0.066262 
26  0.055436  0.093442  -0.043403  0.032409  -0.040428  0.072559 
27  0.056924  0.094955  -0.040021  0.025510  -0.046083  0.077601 
28  0.058365  0.096317  -0.036423  0.018428  -0.051090  0.081338 
29  0.059758  0.097529  -0.032633  0.011217  -0.055401  0.083743 
30  0.061105  0.098595  -0.028676  0.003930  -0.058976  0.084816 
31  0.062405  0.099516  -0.024577  -0.003383  -0.061791  0.084578 
32  0.063659  0.100296  -0.020360  -0.010674  -0.063832  0.083069 
33  0.064867  0.100937  -0.016047  -0.017899  -0.065096  0.080349 
34  0.066030  0.101442  -0.011661  -0.025016  -0.065592  0.076491 
35  0.067148  0.101816  -0.007223  -0.031986  -0.065337  0.071582 
